"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"dllhost","26","250","2199204843520","11476992","3080192","13048","C:\WINDOWS\system32\DllHost.exe","Microsoft Corporation","1.375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"5152","Microsoft.Win32.SafeHandles.SafeProcessHandle","250","21660",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13048","13048","3080192","3080192","149272","149272","6627328","6627328","14516224","14516224","193593344","2199216848896","True","Normal","3080192","3080192","00:00:01.0468750","dllhost","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:11:02 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3750000","00:00:00.3281250","181587968","2199204843520","False",,,,"11476992","11476992",,
"Dserui","26","202","177930240","1961984","4104192","21592","C:\Program Files\Websense\Websense Endpoint\Dserui.exe","Forcepoint LLC","3.703125","8, 0, 0, 1","8, 0, 0, 1","Forcepoint TRITON AP-ENDPOINT DLP UI","Forcepoint? TRITON? AP-ENDPOINT","Process","10",,"False",,"5272","Microsoft.Win32.SafeHandles.SafeProcessHandle","202","20164",".","0","","System.Diagnostics.ProcessModule (Dserui.exe)","2097152","524288","System.Diagnostics.ProcessModuleCollection","21592","21592","4104192","4104192","269096","269096","4194304","4194304","13598720","13598720","185405440","185405440","True","AboveNormal","4104192","4104192","00:00:02.4218750","Dserui","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:58 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.7031250","00:00:01.2812500","177930240","177930240","False",,,,"1961984","1961984",,
"dwm","26","1080","2199491518464","126898176","117092352","61200",,,,,,,,"Process","13",,,,,,"1080","10228",".","0","",,,,,"61200","61200","117092352","117092352","564224","564224","129880064","129880064","139399168","139399168","476655616","2199499911168",,,"117092352","117092352",,"dwm",,"True","26","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"468262912","2199491518464","False",,,,"126898176","126898176",,
"EndPointClassifier","0","747","445325312","27484160","144248832","35856",,,,,,,,"Process","8",,,,,,"747","76",".","0","",,,,,"35856","35856","144248832","144248832","301216","301216","180224000","180224000","191352832","191352832","450568192","450568192",,,"144248832","144248832",,"EndPointClassifier",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"445325312","445325312","False",,,,"27484160","27484160",,
"explorer","26","2821","2199735549952","128688128","67829760","103888","C:\WINDOWS\Explorer.EXE","Microsoft Corporation","61.875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows Explorer","Microsoft? Windows? Operating System","Process","8",,"False",,"5268","Microsoft.Win32.SafeHandles.SafeProcessHandle","2821","10532",".","65806","","System.Diagnostics.ProcessModule (Explorer.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","103888","103888","67829760","67829760","1235232","1235232","76169216","76169216","136511488","136511488","785379328","2199808634880","True","Normal","67829760","67829760","00:00:38.3906250","explorer","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:34 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:01.8750000","00:00:23.4843750","712294400","2199735549952","False",,,,"128688128","128688128",,
"Flow","26","746","910721024","6897664","57458688","63200","C:\Program Files\Conexant\Flow\Flow.exe","Conexant Systems, Inc","9.890625","1.3.28.0","1.3.28.0","Flow","Flow","Process","6",,"False",,"5256","Microsoft.Win32.SafeHandles.SafeProcessHandle","746","21832",".","0","","System.Diagnostics.ProcessModule (Flow.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","63200","63200","57458688","57458688","703352","703352","73080832","73080832","85602304","85602304","933068800","933068800","True","BelowNormal","57458688","57458688","00:00:03.2500000","Flow","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:12:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.8906250","00:00:06.6406250","910721024","910721024","False",,,,"6897664","6897664",,
"fontdrvhost","0","116","2199162658816","5083136","3072000","15136",,,,,,,,"Process","8",,,,,,"116","980",".","0","",,,,,"15136","15136","3072000","3072000","170808","170808","3190784","3190784","43597824","43597824","174944256","2199198199808",,,"3072000","3072000",,"fontdrvhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"139403264","2199162658816","False",,,,"5083136","5083136",,
"fontdrvhost","26","116","2199278755840","6238208","5906432","18808",,,,,,,,"Process","8",,,,,,"116","3364",".","0","",,,,,"18808","18808","5906432","5906432","393960","393960","5906432","5906432","17043456","17043456","255500288","2199278755840",,,"5906432","5906432",,"fontdrvhost",,"True","26","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"255500288","2199278755840","False",,,,"6238208","6238208",,
"GoogleChromePortable","26","217","162304000","9162752","36397056","17104","C:\Users\senthilnathanp\Downloads\GoogleChromePortable\GoogleChromePortable.exe","PortableApps.com","1.28125","2.3.6.10","2.3.6.10","Google Chrome Portable","Google Chrome Portable","Process","8",,"False",,"5212","Microsoft.Win32.SafeHandles.SafeProcessHandle","217","11976",".","0","","System.Diagnostics.ProcessModule (GoogleChromePortable.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17104","17104","36397056","36397056","185576","185576","37261312","37261312","12550144","12550144","172810240","172810240","True","Normal","36397056","36397056","00:00:00.7500000","GoogleChromePortable","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:11:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2812500","00:00:00.5312500","162304000","162304000","False",,,,"9162752","9162752",,
"httpd","26","195","148992000","12550144","9056256","33320","c:\xampp\apache\bin\httpd.exe","Apache Software Foundation","1.28125","2.4.29","2.4.29","Apache HTTP Server","Apache HTTP Server","Process","8",,"False",,"5384","Microsoft.Win32.SafeHandles.SafeProcessHandle","195","6536",".","0","","System.Diagnostics.ProcessModule (httpd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33320","33320","9056256","9056256","217952","217952","9428992","9428992","19206144","19206144","151613440","151613440","True","Normal","9056256","9056256","00:00:00.7968750","httpd","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:04:59 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2812500","00:00:00.4843750","148992000","148992000","False",,,,"12550144","12550144",,
"httpd","26","577","293310464","31617024","80142336","82160","C:\xampp\apache\bin\httpd.exe","Apache Software Foundation","23.015625","2.4.29","2.4.29","Apache HTTP Server","Apache HTTP Server","Process","8",,"False",,"5248","Microsoft.Win32.SafeHandles.SafeProcessHandle","577","16180",".","0","","System.Diagnostics.ProcessModule (httpd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","82160","82160","80142336","80142336","232448","232448","86581248","86581248","77684736","77684736","300666880","300666880","True","Normal","80142336","80142336","00:00:12.4375000","httpd","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:05:02 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:23.0156250","00:00:10.5781250","293310464","293310464","False",,,,"31617024","31617024",,
"Idle","0","0","65536","8192","53248","136",,,,,,,,"Process","0",,,,,,"0","0",".","0","",,,,,"136","136","53248","53248","0","0","53248","53248","8192","8192","65536","65536",,,"53248","53248",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65536","65536","False",,,,"8192","8192",,
"igfxCUIService","0","161","80752640","7483392","2166784","9032",,,,,,,,"Process","8",,,,,,"161","2212",".","0","",,,,,"9032","9032","2166784","2166784","90328","90328","2473984","2473984","9236480","9236480","84951040","84951040",,,"2166784","2166784",,"igfxCUIService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"80752640","80752640","False",,,,"7483392","7483392",,
"igfxEM","26","222","155185152","12312576","4833280","22064","C:\WINDOWS\system32\igfxEM.exe","Intel Corporation","0.375","6.15.10.4481","6.15.10.4481","igfxEM Module","Intel(R) Common User Interface","Process","8",,"False",,"920","Microsoft.Win32.SafeHandles.SafeProcessHandle","222","18004",".","0","","System.Diagnostics.ProcessModule (igfxEM.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22064","22064","4833280","4833280","220464","220464","5165056","5165056","15253504","15253504","161480704","161480704","True","Normal","4833280","4833280","00:00:00.2812500","igfxEM","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:34 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.0937500","155185152","155185152","False",,,,"12312576","12312576",,
"IntelCpHDCPSvc","0","155","76845056","6746112","1757184","7944",,,,,,,,"Process","8",,,,,,"155","3780",".","0","",,,,,"7944","7944","1757184","1757184","86024","86024","1908736","1908736","8192000","8192000","84262912","84262912",,,"1757184","1757184",,"IntelCpHDCPSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"76845056","76845056","False",,,,"6746112","6746112",,
"IntelCpHeciSvc","0","261","119476224","9461760","3207168","14520",,,,,,,,"Process","8",,,,,,"261","4228",".","0","",,,,,"14520","14520","3207168","3207168","173904","173904","3620864","3620864","11436032","11436032","129961984","129961984",,,"3207168","3207168",,"IntelCpHeciSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"119476224","119476224","False",,,,"9461760","9461760",,
"kvoop","0","119","100110336","5439488","2117632","8968",,,,,,,,"Process","8",,,,,,"119","4424",".","0","",,,,,"8968","8968","2117632","2117632","124416","124416","2236416","2236416","6971392","6971392","104304640","104304640",,,"2117632","2117632",,"kvoop",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"100110336","100110336","False",,,,"5439488","5439488",,
"kvoop","0","119","100110336","5431296","2043904","8968",,,,,,,,"Process","8",,,,,,"119","6640",".","0","",,,,,"8968","8968","2043904","2043904","124416","124416","2154496","2154496","6873088","6873088","104304640","104304640",,,"2043904","2043904",,"kvoop",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"100110336","100110336","False",,,,"5431296","5431296",,
"kvoop","0","119","100110336","5705728","2191360","8968",,,,,,,,"Process","8",,,,,,"119","6952",".","0","",,,,,"8968","8968","2191360","2191360","124416","124416","2629632","2629632","7241728","7241728","104308736","104308736",,,"2191360","2191360",,"kvoop",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"100110336","100110336","False",,,,"5705728","5705728",,
"kvoop","0","123","104185856","6004736","2310144","10048",,,,,,,,"Process","8",,,,,,"123","8236",".","0","",,,,,"10048","10048","2310144","2310144","132584","132584","2383872","2383872","7684096","7684096","106283008","106283008",,,"2310144","2310144",,"kvoop",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"104185856","104185856","False",,,,"6004736","6004736",,
"kvoop","0","129","107433984","6279168","2596864","10056",,,,,,,,"Process","8",,,,,,"129","14100",".","0","",,,,,"10056","10056","2596864","2596864","138832","138832","2863104","2863104","7442432","7442432","108486656","108486656",,,"2596864","2596864",,"kvoop",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"107433984","107433984","False",,,,"6279168","6279168",,
"kvoop","0","123","104185856","6066176","2297856","9920",,,,,,,,"Process","8",,,,,,"123","19568",".","0","",,,,,"9920","9920","2297856","2297856","132488","132488","2695168","2695168","7843840","7843840","108380160","108380160",,,"2297856","2297856",,"kvoop",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"104185856","104185856","False",,,,"6066176","6066176",,
"lsass","0","2281","2199133024256","26013696","16797696","35072",,,,,,,,"Process","9",,,,,,"2281","840",".","0","",,,,,"35072","35072","16797696","16797696","192808","192808","20922368","20922368","31903744","31903744","121843712","2199145099264",,,"16797696","16797696",,"lsass",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"109768704","2199133024256","False",,,,"26013696","26013696",,
"lync","26","3497","2234558427136","250015744","210493440","99640","C:\Program Files\Microsoft Office\root\Office16\lync.exe","Microsoft Corporation","1601.109375","16.0.9330.2124","16.0.9330.2124","Skype for Business","Microsoft Office 2016","Process","8",,"False",,"5440","Microsoft.Win32.SafeHandles.SafeProcessHandle","3497","9208",".","7734646","Conversation with Lathika V, M Praveen, Prabhakaran J, pulakanam.v@hcl.com, Purushothaman Aasuri, senthilnathanp@hcl.com (4 Participants)","System.Diagnostics.ProcessModule (lync.exe)","106496000","105287680","System.Diagnostics.ProcessModuleCollection","99640","99640","210493440","210493440","1753632","1753632","294961152","294961152","318816256","318816256","1269231616","2234652225536","True","Normal","210493440","210493440","00:05:02.9218750","lync","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:26:41.1093750","00:21:38.1875000","1175433216","2234558427136","False",,,,"250015744","250015744",,
"lynchtmlconv","26","634","2199551172608","42569728","41193472","39864","C:\Program Files\Microsoft Office\Root\Office16\lynchtmlconv.exe","Microsoft Corporation","3.140625","16.0.9330.2124","16.0.9330.2124","Microsoft Lync","Microsoft Office 2016","Process","8",,"False",,"5468","Microsoft.Win32.SafeHandles.SafeProcessHandle","634","18316",".","0","","System.Diagnostics.ProcessModule (lynchtmlconv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39864","39864","41193472","41193472","797888","797888","41193472","41193472","57819136","57819136","552886272","2199576141824","True","Normal","41193472","41193472","00:00:01.7656250","lynchtmlconv","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:19:29 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.1406250","00:00:01.3750000","527917056","2199551172608","False",,,,"42569728","42569728",,
"MBAMAgent","0","294","102068224","15097856","5095424","15736",,,,,,,,"Process","8",,,,,,"294","3960",".","0","",,,,,"15736","15736","5095424","5095424","132416","132416","6410240","6410240","16809984","16809984","114298880","114298880",,,"5095424","5095424",,"MBAMAgent",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"102068224","102068224","False",,,,"15097856","15097856",,
"Memory Compression","0","0","465436672","427552768","1073152","0",,,,,,,,"Process","8",,,,,,"0","1876",".","0","",,,,,"0","0","1073152","1073152","4224","4224","1499136","1499136","684843008","684843008","738197504","738197504",,,"1073152","1073152",,"Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"465436672","465436672","False",,,,"427552768","427552768",,
"Microsoft.Photos","26","1039","1002835968","140845056","90173440","67416","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2017.37071.16410.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe","Microsoft Corporation","28.90625","2017.37071.16410.00000","2017.37071.1641000000-releasers3inbox","Microsoft.Photos.exe","Microsoft Photos","Process","8",,"False",,"5184","Microsoft.Win32.SafeHandles.SafeProcessHandle","1039","14816",".","264762","Photos","System.Diagnostics.ProcessModule (Microsoft.Photos.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","67416","67416","90173440","90173440","920168","920168","108212224","108212224","167739392","167739392","1042305024","1042305024","True","Normal","90173440","90173440","00:00:15.4843750","Microsoft.Photos","15","False","26","System.Diagnostics.ProcessStartInfo","9/11/2018 1:44:22 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:28.9062500","00:00:13.4218750","1002835968","1002835968","False",,,,"140845056","140845056",,
"MicrosoftEdge","26","1428","2199607578624","91873280","40382464","77632","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe","Microsoft Corporation","28.640625","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"5508","Microsoft.Win32.SafeHandles.SafeProcessHandle","1428","8816",".","919362","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","77632","77632","40382464","40382464","1078496","1078496","44781568","44781568","110919680","110919680","654811136","2199678066688","True","Normal","40382464","40382464","00:00:11.9218750","MicrosoftEdge","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:04:01 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:28.6406250","00:00:16.7187500","584323072","2199607578624","False",,,,"91873280","91873280",,
"MicrosoftEdgeCP","26","1108","2234164633600","86609920","73093120","71536","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","446.46875","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5496","Microsoft.Win32.SafeHandles.SafeProcessHandle","1108","8128",".","853498","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","71536","71536","73093120","73093120","1221848","1221848","85483520","85483520","144822272","144822272","817684480","2234200678400","True","Normal","73093120","73093120","00:05:25.0781250","MicrosoftEdgeCP","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:04:43 PM",,"System.Diagnostics.ProcessThreadCollection","00:07:26.4687500","00:02:01.3906250","781639680","2234164633600","False",,,,"86609920","86609920",,
"MicrosoftEdgeCP","26","524","2233614008320","24666112","7258112","35056","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","0.34375","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"4128","Microsoft.Win32.SafeHandles.SafeProcessHandle","524","8484",".","68100","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35056","35056","7258112","7258112","358632","358632","7516160","7516160","28041216","28041216","239521792","2233622515712","True","Normal","7258112","7258112","00:00:00.1562500","MicrosoftEdgeCP","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:10:42 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3437500","00:00:00.1875000","231014400","2233614008320","False",,,,"24666112","24666112",,
"MicrosoftEdgeCP","26","444","2233603678208","23818240","7864320","28752","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","6.46875","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5520","Microsoft.Win32.SafeHandles.SafeProcessHandle","444","12624",".","133112","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28752","28752","7864320","7864320","329464","329464","11104256","11104256","30613504","30613504","231374848","2233614368768","True","Normal","7864320","7864320","00:00:01.2343750","MicrosoftEdgeCP","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:04:03 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.4687500","00:00:05.2343750","220684288","2233603678208","False",,,,"23818240","23818240",,
"MicrosoftEdgeCP","26","544","2233617289216","28106752","7282688","36144","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","0.15625","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5304","Microsoft.Win32.SafeHandles.SafeProcessHandle","544","12932",".","330432","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36144","36144","7282688","7282688","360624","360624","7499776","7499776","28200960","28200960","239546368","2233622540288","True","Normal","7282688","7282688","00:00:00.1093750","MicrosoftEdgeCP","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 2:12:32 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0468750","234295296","2233617289216","False",,,,"28106752","28106752",,
"MicrosoftEdgeCP","26","977","2234408808448","57737216","72175616","78448","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","7.421875","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"1776","Microsoft.Win32.SafeHandles.SafeProcessHandle","977","13620",".","460408","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","78448","78448","72175616","72175616","1722024","1722024","77533184","77533184","116252672","116252672","1038000128","2234420994048","True","Normal","72175616","72175616","00:00:02.2031250","MicrosoftEdgeCP","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:04:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.4218750","00:00:05.2187500","1025814528","2234408808448","False",,,,"57737216","57737216",,
"MicrosoftEdgeCP","26","962","2234165821440","98533376","84623360","78920","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","24.765625","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5484","Microsoft.Win32.SafeHandles.SafeProcessHandle","962","14248",".","133604","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","78920","78920","84623360","84623360","1209248","1209248","114782208","114782208","168669184","168669184","811352064","2234194345984","True","Normal","84623360","84623360","00:00:05.9375000","MicrosoftEdgeCP","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:07:26 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:24.7656250","00:00:18.8281250","782827520","2234165821440","False",,,,"98533376","98533376",,
"MicrosoftEdgeCP","26","530","2233615253504","24858624","7327744","36008","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","0.453125","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5592","Microsoft.Win32.SafeHandles.SafeProcessHandle","530","15728",".","68106","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36008","36008","7327744","7327744","359016","359016","7524352","7524352","28205056","28205056","239718400","2233622712320","True","Normal","7327744","7327744","00:00:00.2812500","MicrosoftEdgeCP","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:10:43 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4531250","00:00:00.1718750","232259584","2233615253504","False",,,,"24858624","24858624",,
"MicrosoftEdgeCP","26","989","2234169589760","112566272","86925312","76640","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","486.5625","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"1532","Microsoft.Win32.SafeHandles.SafeProcessHandle","989","19012",".","198228","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","76640","76640","86925312","86925312","1206760","1206760","135704576","135704576","168648704","168648704","832196608","2234215190528","True","Normal","86925312","86925312","00:04:04.8906250","MicrosoftEdgeCP","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 12:04:13 PM",,"System.Diagnostics.ProcessThreadCollection","00:08:06.5625000","00:04:01.6718750","786595840","2234169589760","False",,,,"112566272","112566272",,
"MicrosoftEdgeCP","26","758","2234078519296","66547712","33280000","47728","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","1.515625","11.00.16299.611 (WinBuild.160101.0800)","11.00.16299.611","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5428","Microsoft.Win32.SafeHandles.SafeProcessHandle","758","20888",".","330654","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","47728","47728","33280000","33280000","1108800","1108800","35164160","35164160","74588160","74588160","707805184","2234090799104","True","Normal","33280000","33280000","00:00:00.8281250","MicrosoftEdgeCP","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 2:12:26 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5156250","00:00:00.6875000","695525376","2234078519296","False",,,,"66547712","66547712",,
"MicTray64","26","261","151101440","626688","3477504","21368","C:\Windows\System32\MicTray64.exe","Conexant","1.484375","1.6.0.0","1.6.0.0","mic tray icon","","Process","6",,"False",,"5448","Microsoft.Win32.SafeHandles.SafeProcessHandle","261","7712",".","0","","System.Diagnostics.ProcessModule (MicTray64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21368","21368","3477504","3477504","225848","225848","3600384","3600384","12615680","12615680","157396992","157396992","True","BelowNormal","3477504","3477504","00:00:01.3125000","MicTray64","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:33 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4843750","00:00:00.1718750","151101440","151101440","False",,,,"626688","626688",,
"MSASCuiL","26","181","2199156092928","10240000","2826240","18672","C:\Program Files\Windows Defender\MSASCuiL.exe","Microsoft Corporation","0.234375","4.12.16299.15 (WinBuild.160101.0800)","4.12.16299.15","Windows Defender notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"5188","Microsoft.Win32.SafeHandles.SafeProcessHandle","181","21792",".","0","","System.Diagnostics.ProcessModule (MSASCuiL.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18672","18672","2826240","2826240","192384","192384","2904064","2904064","11599872","11599872","134942720","2199158198272","True","Normal","2826240","2826240","00:00:00.1562500","MSASCuiL","15","True","26","System.Diagnostics.ProcessStartInfo","9/11/2018 11:10:50 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0781250","132837376","2199156092928","False",,,,"10240000","10240000",,
